GC_PARAMS='-verbose:gc -Xms8192m -Xmx8192m -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseLargePages -XX:+PrintGCDateStamps -XX:+UseConcMarkSweepGC -XX:MaxGCPauseMillis=1000 -XX:+CMSIncrementalMode -XX:+PrintGCDetails -verbose:gc'
2012-10-19T09:41:40.351-0400: [GC [ParNew: 225499K->3784K(249216K), 0.0107380 secs] 341775K->120630K(8360960K) icms_dc=0 , 0.0109230 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:41:46.562-0400: [GC [ParNew: 225352K->3276K(249216K), 0.0085500 secs] 342198K->120733K(8360960K) icms_dc=0 , 0.0087150 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:54.457-0400: [GC [ParNew: 224844K->3758K(249216K), 0.0096090 secs] 342301K->121607K(8360960K) icms_dc=0 , 0.0098160 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:03.434-0400: [GC [ParNew: 225326K->4204K(249216K), 0.0076780 secs] 343175K->122568K(8360960K) icms_dc=0 , 0.0078740 secs] [Times: user=0.07 sys=0.01, real=0.01 secs] 
2012-10-19T09:42:12.097-0400: [GC [ParNew: 225772K->4325K(249216K), 0.0087680 secs] 344136K->122965K(8360960K) icms_dc=0 , 0.0089650 secs] [Times: user=0.09 sys=0.01, real=0.01 secs] 
2012-10-19T09:42:22.170-0400: [GC [ParNew: 225893K->5124K(249216K), 0.0067200 secs] 344533K->124140K(8360960K) icms_dc=0 , 0.0069220 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:42:27.769-0400: [GC [ParNew: 226692K->3977K(249216K), 0.0090940 secs] 345708K->123714K(8360960K) icms_dc=0 , 0.0092850 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:34.059-0400: [GC [ParNew: 225545K->4678K(249216K), 0.0100280 secs] 345282K->124929K(8360960K) icms_dc=0 , 0.0102300 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:43.063-0400: [GC [ParNew: 226246K->4937K(249216K), 0.0099930 secs] 346497K->125773K(8360960K) icms_dc=0 , 0.0101920 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:52.593-0400: [GC [ParNew: 226505K->4599K(249216K), 0.0099860 secs] 347341K->126254K(8360960K) icms_dc=0 , 0.0101980 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
